sweeps,beta,magnetisation,energy,G,seed
0,0.5,1,-4,1,32
1,0.5,0.9675,-3.79,0.945,32
2,0.5,0.94875,-3.69,0.92,32
3,0.5,0.94875,-3.69,0.9225,32
4,0.5,0.9375,-3.645,0.9125,32
5,0.5,0.94125,-3.64,0.9125,32
6,0.5,0.94375,-3.625,0.905,32
7,0.5,0.9475,-3.65,0.92,32
8,0.5,0.95,-3.67,0.92,32
9,0.5,0.93625,-3.59,0.9,32
10,0.5,0.92125,-3.495,0.875,32
11,0.5,0.9275,-3.545,0.89,32
12,0.5,0.92,-3.495,0.875,32
13,0.5,0.91,-3.505,0.875,32
14,0.5,0.91,-3.485,0.87,32
15,0.5,0.9025,-3.425,0.855,32
16,0.5,0.915,-3.51,0.865,32
17,0.5,0.9075,-3.505,0.87,32
18,0.5,0.89625,-3.495,0.8675,32
19,0.5,0.9075,-3.455,0.8675,32
20,0.5,0.89875,-3.48,0.8675,32
21,0.5,0.91,-3.45,0.8625,32
22,0.5,0.91375,-3.49,0.87,32
23,0.5,0.9325,-3.55,0.8875,32
24,0.5,0.935,-3.565,0.8875,32
25,0.5,0.93125,-3.555,0.885,32
26,0.5,0.89875,-3.4,0.845,32
27,0.5,0.90125,-3.42,0.8575,32
28,0.5,0.915,-3.5,0.88,32
29,0.5,0.92125,-3.495,0.865,32
30,0.5,0.91125,-3.46,0.865,32
31,0.5,0.895,-3.455,0.865,32
32,0.5,0.90875,-3.445,0.865,32
33,0.5,0.9425,-3.595,0.9025,32
34,0.5,0.9325,-3.55,0.89,32
35,0.5,0.93375,-3.59,0.8975,32
36,0.5,0.91,-3.475,0.87,32
37,0.5,0.90125,-3.46,0.8575,32
38,0.5,0.89625,-3.41,0.8475,32
39,0.5,0.91625,-3.515,0.8775,32
40,0.5,0.91625,-3.53,0.8775,32
41,0.5,0.91625,-3.52,0.88,32
42,0.5,0.92,-3.55,0.8975,32
43,0.5,0.91875,-3.525,0.8825,32
44,0.5,0.93625,-3.63,0.9025,32
45,0.5,0.935,-3.6,0.905,32
46,0.5,0.93125,-3.57,0.8925,32
47,0.5,0.91,-3.475,0.87,32
48,0.5,0.90875,-3.435,0.8575,32
49,0.5,0.8925,-3.35,0.845,32
50,0.5,0.89875,-3.405,0.855,32
