sweeps,beta,magnetisation,energy,G,seed
0,0.6,1,-4,1,14
1,0.6,0.99125,-3.93,0.9825,14
2,0.6,0.98125,-3.875,0.97,14
3,0.6,0.97875,-3.835,0.96,14
4,0.6,0.97625,-3.815,0.955,14
5,0.6,0.97,-3.81,0.955,14
6,0.6,0.97375,-3.84,0.9625,14
7,0.6,0.97125,-3.81,0.95,14
8,0.6,0.96625,-3.8,0.95,14
9,0.6,0.95875,-3.715,0.9325,14
10,0.6,0.97625,-3.82,0.9525,14
11,0.6,0.96875,-3.77,0.94,14
12,0.6,0.97,-3.8,0.95,14
13,0.6,0.9625,-3.76,0.9425,14
14,0.6,0.975,-3.82,0.9575,14
15,0.6,0.97125,-3.78,0.945,14
16,0.6,0.96,-3.735,0.9425,14
17,0.6,0.96625,-3.775,0.9425,14
18,0.6,0.9675,-3.78,0.9475,14
19,0.6,0.9625,-3.735,0.935,14
20,0.6,0.9725,-3.805,0.9525,14
21,0.6,0.97625,-3.835,0.9575,14
22,0.6,0.98625,-3.895,0.9725,14
23,0.6,0.98625,-3.895,0.975,14
24,0.6,0.98625,-3.895,0.9725,14
25,0.6,0.9825,-3.875,0.9725,14
26,0.6,0.97625,-3.84,0.9625,14
27,0.6,0.97375,-3.8,0.9475,14
28,0.6,0.96875,-3.785,0.945,14
29,0.6,0.96375,-3.76,0.94,14
30,0.6,0.9625,-3.72,0.93,14
31,0.6,0.96625,-3.76,0.94,14
32,0.6,0.9625,-3.75,0.935,14
33,0.6,0.96875,-3.795,0.945,14
34,0.6,0.97125,-3.81,0.9525,14
35,0.6,0.97375,-3.82,0.955,14
36,0.6,0.98625,-3.9,0.975,14
37,0.6,0.98,-3.855,0.965,14
38,0.6,0.98125,-3.865,0.9675,14
39,0.6,0.98625,-3.89,0.9725,14
40,0.6,0.97,-3.785,0.9475,14
41,0.6,0.9675,-3.775,0.94,14
42,0.6,0.965,-3.785,0.9525,14
43,0.6,0.97125,-3.83,0.96,14
44,0.6,0.965,-3.8,0.95,14
45,0.6,0.97,-3.805,0.9475,14
46,0.6,0.96625,-3.765,0.945,14
47,0.6,0.98,-3.86,0.9675,14
48,0.6,0.96875,-3.775,0.9425,14
49,0.6,0.9725,-3.805,0.95,14
50,0.6,0.97625,-3.83,0.96,14
