sweeps,beta,magnetisation,energy,G,seed
0,0.7,1,-4,1,1
1,0.7,0.995,-3.965,0.9925,1
2,0.7,0.9925,-3.95,0.9875,1
3,0.7,0.99125,-3.93,0.9825,1
4,0.7,0.99,-3.92,0.98,1
5,0.7,0.99375,-3.955,0.99,1
6,0.7,0.99375,-3.95,0.9875,1
7,0.7,0.99375,-3.95,0.9875,1
8,0.7,0.9975,-3.98,0.995,1
9,0.7,0.98875,-3.91,0.9775,1
10,0.7,0.99125,-3.93,0.9825,1
11,0.7,0.99125,-3.935,0.9825,1
12,0.7,0.995,-3.96,0.99,1
13,0.7,0.99125,-3.93,0.9825,1
14,0.7,0.99375,-3.955,0.99,1
15,0.7,0.99125,-3.935,0.9825,1
16,0.7,0.99375,-3.95,0.9875,1
17,0.7,0.9925,-3.945,0.985,1
18,0.7,0.99,-3.925,0.9825,1
19,0.7,0.9925,-3.945,0.985,1
20,0.7,0.9975,-3.98,0.995,1
21,0.7,0.98625,-3.9,0.9725,1
22,0.7,0.98625,-3.9,0.9775,1
23,0.7,0.99375,-3.95,0.9875,1
24,0.7,0.9975,-3.98,0.995,1
25,0.7,0.9925,-3.945,0.985,1
26,0.7,0.99375,-3.95,0.9875,1
27,0.7,0.9975,-3.98,0.995,1
28,0.7,0.99625,-3.97,0.9925,1
29,0.7,0.995,-3.96,0.99,1
30,0.7,0.98875,-3.91,0.9775,1
31,0.7,0.98625,-3.905,0.9775,1
32,0.7,0.99,-3.92,0.98,1
33,0.7,0.99125,-3.93,0.9825,1
34,0.7,0.99,-3.92,0.98,1
35,0.7,0.9925,-3.95,0.9875,1
36,0.7,0.99625,-3.97,0.9925,1
37,0.7,0.99,-3.92,0.98,1
38,0.7,0.9875,-3.905,0.975,1
39,0.7,0.99375,-3.95,0.9875,1
40,0.7,0.98625,-3.9,0.9725,1
41,0.7,0.9925,-3.94,0.985,1
42,0.7,0.9875,-3.91,0.9775,1
43,0.7,0.98875,-3.91,0.9775,1
44,0.7,0.99125,-3.935,0.9825,1
45,0.7,0.9875,-3.9,0.975,1
46,0.7,0.98625,-3.9,0.9775,1
47,0.7,0.98625,-3.9,0.975,1
48,0.7,0.98375,-3.88,0.9675,1
49,0.7,0.97375,-3.835,0.9575,1
50,0.7,0.97375,-3.845,0.9625,1
