sweeps,beta,magnetisation,energy,G,seed
0,0.5,1,-4,1,13
1,0.5,0.97625,-3.83,0.9575,13
2,0.5,0.93875,-3.585,0.8875,13
3,0.5,0.95375,-3.68,0.9175,13
4,0.5,0.94875,-3.645,0.9125,13
5,0.5,0.935,-3.58,0.895,13
6,0.5,0.9275,-3.555,0.88,13
7,0.5,0.935,-3.575,0.89,13
8,0.5,0.94,-3.58,0.885,13
9,0.5,0.93625,-3.58,0.9025,13
10,0.5,0.93375,-3.605,0.9025,13
11,0.5,0.9375,-3.67,0.9225,13
12,0.5,0.91375,-3.54,0.885,13
13,0.5,0.90875,-3.48,0.875,13
14,0.5,0.89875,-3.425,0.8525,13
15,0.5,0.90125,-3.495,0.8775,13
16,0.5,0.90125,-3.47,0.8675,13
17,0.5,0.90125,-3.44,0.87,13
18,0.5,0.88125,-3.35,0.8475,13
19,0.5,0.89125,-3.44,0.8575,13
20,0.5,0.89625,-3.385,0.845,13
21,0.5,0.90375,-3.52,0.8825,13
22,0.5,0.905,-3.455,0.865,13
23,0.5,0.9125,-3.53,0.885,13
24,0.5,0.92375,-3.51,0.8725,13
25,0.5,0.94125,-3.61,0.9075,13
26,0.5,0.95,-3.66,0.92,13
27,0.5,0.92875,-3.535,0.885,13
28,0.5,0.9275,-3.54,0.89,13
29,0.5,0.9525,-3.69,0.9175,13
30,0.5,0.935,-3.59,0.895,13
31,0.5,0.9475,-3.65,0.9175,13
32,0.5,0.9425,-3.615,0.9,13
33,0.5,0.925,-3.57,0.8975,13
34,0.5,0.92375,-3.535,0.885,13
35,0.5,0.9075,-3.46,0.8725,13
36,0.5,0.8875,-3.44,0.8525,13
37,0.5,0.88625,-3.4,0.85,13
38,0.5,0.8825,-3.37,0.8325,13
39,0.5,0.88375,-3.33,0.84,13
40,0.5,0.88625,-3.345,0.845,13
41,0.5,0.88875,-3.385,0.845,13
42,0.5,0.90625,-3.495,0.8775,13
43,0.5,0.90375,-3.435,0.8575,13
44,0.5,0.90375,-3.455,0.865,13
45,0.5,0.915,-3.51,0.8775,13
46,0.5,0.935,-3.62,0.9025,13
47,0.5,0.925,-3.565,0.895,13
48,0.5,0.91625,-3.515,0.8875,13
49,0.5,0.91875,-3.55,0.885,13
50,0.5,0.91625,-3.495,0.8825,13
