sweeps,beta,magnetisation,energy,G,seed
0,0.2,1,-4,1,11
1,0.2,0.655,-1.975,0.5,11
2,0.2,0.41,-1.27,0.31,11
3,0.2,0.26625,-0.99,0.285,11
4,0.2,0.17125,-0.88,0.22,11
5,0.2,0.13375,-0.945,0.2375,11
6,0.2,0.07375,-0.89,0.19,11
7,0.2,-0.0175,-0.825,0.21,11
8,0.2,-0.0675,-0.87,0.225,11
9,0.2,-0.08125,-0.885,0.21,11
10,0.2,-0.05625,-0.935,0.24,11
11,0.2,-0.055,-0.96,0.2475,11
12,0.2,0.00125,-0.82,0.205,11
13,0.2,-0.00125,-0.89,0.2325,11
14,0.2,0.01375,-0.85,0.225,11
15,0.2,0.01,-0.94,0.225,11
16,0.2,-0.00125,-0.925,0.24,11
17,0.2,0.04,-0.745,0.155,11
18,0.2,0.03,-0.785,0.195,11
19,0.2,0.01375,-0.97,0.2275,11
20,0.2,0.03125,-0.995,0.25,11
21,0.2,-0.02125,-0.93,0.2375,11
22,0.2,-0.005,-0.945,0.23,11
23,0.2,0.0375,-0.98,0.2325,11
24,0.2,0.0675,-0.84,0.2175,11
25,0.2,0.06625,-0.775,0.21,11
26,0.2,0.02375,-0.69,0.1675,11
27,0.2,-0.00625,-0.775,0.1925,11
28,0.2,-0.00625,-0.89,0.235,11
29,0.2,-0.00875,-0.94,0.255,11
30,0.2,0.04625,-1.005,0.2675,11
31,0.2,0.015,-0.84,0.2425,11
32,0.2,-0.01875,-0.88,0.2225,11
33,0.2,-0.0475,-0.95,0.2425,11
34,0.2,-0.0375,-0.855,0.23,11
35,0.2,-0.01,-0.76,0.1925,11
36,0.2,0.00875,-0.92,0.25,11
37,0.2,0.10625,-0.875,0.2625,11
38,0.2,0.0225,-0.845,0.1925,11
39,0.2,-0.02375,-0.95,0.225,11
40,0.2,0.0375,-0.905,0.2325,11
41,0.2,0.03375,-0.875,0.2375,11
42,0.2,0.00875,-0.785,0.19,11
43,0.2,-0.01875,-0.835,0.19,11
44,0.2,-0.03875,-0.72,0.1825,11
45,0.2,-0.0375,-0.935,0.2125,11
46,0.2,-0.045,-0.89,0.2475,11
47,0.2,-0.00375,-0.96,0.22,11
48,0.2,-0.05125,-0.865,0.23,11
49,0.2,-0.07875,-0.82,0.2525,11
50,0.2,-0.08375,-0.925,0.235,11
