sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,9
1,0.4,0.935,-3.545,0.8875,9
2,0.4,0.8925,-3.345,0.835,9
3,0.4,0.8725,-3.255,0.82,9
4,0.4,0.8375,-3.065,0.76,9
5,0.4,0.82125,-3.02,0.7525,9
6,0.4,0.8175,-3.055,0.77,9
7,0.4,0.80125,-3.04,0.76,9
8,0.4,0.775,-2.94,0.74,9
9,0.4,0.74125,-2.79,0.7075,9
10,0.4,0.74,-2.755,0.7025,9
11,0.4,0.71625,-2.705,0.66,9
12,0.4,0.6575,-2.505,0.6225,9
13,0.4,0.58625,-2.315,0.5725,9
14,0.4,0.56875,-2.325,0.57,9
15,0.4,0.54125,-2.34,0.5825,9
16,0.4,0.5875,-2.415,0.6125,9
17,0.4,0.5525,-2.28,0.5775,9
18,0.4,0.5775,-2.305,0.58,9
19,0.4,0.56125,-2.355,0.5925,9
20,0.4,0.54125,-2.32,0.58,9
21,0.4,0.53625,-2.325,0.6025,9
22,0.4,0.53375,-2.405,0.605,9
23,0.4,0.50875,-2.375,0.6075,9
24,0.4,0.4475,-2.125,0.55,9
25,0.4,0.4275,-2.235,0.5675,9
26,0.4,0.4275,-2.325,0.57,9
27,0.4,0.3975,-2.485,0.6175,9
28,0.4,0.35125,-2.235,0.57,9
29,0.4,0.365,-2.245,0.58,9
30,0.4,0.33625,-2.22,0.5525,9
31,0.4,0.31875,-2.115,0.52,9
32,0.4,0.29875,-2.095,0.5175,9
33,0.4,0.32375,-2.105,0.5375,9
34,0.4,0.28,-2.02,0.4825,9
35,0.4,0.24375,-2.04,0.5,9
36,0.4,0.245,-2.08,0.5225,9
37,0.4,0.19,-1.96,0.48,9
38,0.4,0.18125,-1.96,0.495,9
39,0.4,0.20125,-2.03,0.515,9
40,0.4,0.17625,-2.04,0.4975,9
41,0.4,0.2425,-2.135,0.535,9
42,0.4,0.2725,-2.17,0.5475,9
43,0.4,0.23875,-2.23,0.5775,9
44,0.4,0.24625,-2.19,0.56,9
45,0.4,0.2725,-2.23,0.565,9
46,0.4,0.32375,-2.215,0.56,9
47,0.4,0.2875,-2.145,0.5425,9
48,0.4,0.23875,-2.195,0.5475,9
49,0.4,0.24,-2.275,0.58,9
50,0.4,0.29375,-2.215,0.565,9
