sweeps,beta,magnetisation,energy,G,seed
0,0.5,1,-4,1,4
1,0.5,0.96625,-3.76,0.9375,4
2,0.5,0.9525,-3.71,0.93,4
3,0.5,0.94125,-3.675,0.915,4
4,0.5,0.935,-3.58,0.895,4
5,0.5,0.92,-3.47,0.86,4
6,0.5,0.9025,-3.41,0.8425,4
7,0.5,0.91125,-3.465,0.865,4
8,0.5,0.9075,-3.405,0.8525,4
9,0.5,0.90375,-3.405,0.855,4
10,0.5,0.8875,-3.355,0.8425,4
11,0.5,0.90875,-3.5,0.87,4
12,0.5,0.90625,-3.485,0.8775,4
13,0.5,0.90125,-3.485,0.87,4
14,0.5,0.89,-3.425,0.85,4
15,0.5,0.89375,-3.4,0.8425,4
16,0.5,0.8975,-3.38,0.845,4
17,0.5,0.91625,-3.51,0.875,4
18,0.5,0.9025,-3.45,0.86,4
19,0.5,0.8675,-3.275,0.82,4
20,0.5,0.89125,-3.465,0.8625,4
21,0.5,0.905,-3.49,0.86,4
22,0.5,0.91125,-3.505,0.87,4
23,0.5,0.93,-3.565,0.8825,4
24,0.5,0.92875,-3.58,0.8975,4
25,0.5,0.935,-3.595,0.8925,4
26,0.5,0.93125,-3.53,0.8825,4
27,0.5,0.92625,-3.515,0.8775,4
28,0.5,0.925,-3.54,0.8775,4
29,0.5,0.91125,-3.475,0.87,4
30,0.5,0.9125,-3.49,0.8675,4
31,0.5,0.91875,-3.505,0.87,4
32,0.5,0.91875,-3.535,0.8775,4
33,0.5,0.9125,-3.485,0.8675,4
34,0.5,0.9225,-3.51,0.8775,4
35,0.5,0.92375,-3.49,0.875,4
36,0.5,0.925,-3.565,0.9,4
37,0.5,0.9425,-3.645,0.92,4
38,0.5,0.9275,-3.55,0.89,4
39,0.5,0.9225,-3.525,0.8775,4
40,0.5,0.93125,-3.56,0.8875,4
41,0.5,0.925,-3.6,0.8975,4
42,0.5,0.90625,-3.465,0.86,4
43,0.5,0.90625,-3.495,0.8675,4
44,0.5,0.90375,-3.45,0.8625,4
45,0.5,0.92125,-3.54,0.8825,4
46,0.5,0.91625,-3.505,0.8775,4
47,0.5,0.89625,-3.42,0.8625,4
48,0.5,0.89125,-3.435,0.8625,4
49,0.5,0.8975,-3.435,0.86,4
50,0.5,0.88875,-3.46,0.87,4
