sweeps,beta,magnetisation,energy,G,seed
0,0.35,1,-4,1,35
1,0.35,0.885,-3.25,0.8125,35
2,0.35,0.83625,-2.98,0.75,35
3,0.35,0.76125,-2.8,0.6925,35
4,0.35,0.70625,-2.55,0.65,35
5,0.35,0.6675,-2.33,0.57,35
6,0.35,0.59,-2.095,0.5075,35
7,0.35,0.56125,-2.22,0.5475,35
8,0.35,0.56625,-2.2,0.545,35
9,0.35,0.5375,-2.14,0.545,35
10,0.35,0.49625,-2.145,0.5325,35
11,0.35,0.5,-2.165,0.5425,35
12,0.35,0.44125,-2.04,0.51,35
13,0.35,0.4675,-1.995,0.51,35
14,0.35,0.46,-2,0.505,35
15,0.35,0.41875,-2.05,0.495,35
16,0.35,0.455,-2.105,0.5175,35
17,0.35,0.39375,-2.075,0.51,35
18,0.35,0.36125,-1.98,0.4925,35
19,0.35,0.3825,-2.075,0.5025,35
20,0.35,0.37875,-1.935,0.475,35
21,0.35,0.38,-1.825,0.45,35
22,0.35,0.36125,-1.865,0.4925,35
23,0.35,0.31125,-1.7,0.4225,35
24,0.35,0.25,-1.79,0.46,35
25,0.35,0.17875,-1.515,0.3825,35
26,0.35,0.16875,-1.54,0.38,35
27,0.35,0.1475,-1.615,0.4025,35
28,0.35,0.135,-1.595,0.41,35
29,0.35,0.12,-1.7,0.425,35
30,0.35,0.11125,-1.695,0.4475,35
31,0.35,0.06875,-1.62,0.415,35
32,0.35,0.0725,-1.61,0.3925,35
33,0.35,0.14,-1.635,0.4,35
34,0.35,0.14625,-1.6,0.395,35
35,0.35,0.10125,-1.625,0.4075,35
36,0.35,0.09375,-1.72,0.42,35
37,0.35,0.1025,-1.675,0.4225,35
38,0.35,0.08125,-1.76,0.41,35
39,0.35,0.01625,-1.71,0.44,35
40,0.35,-0.02875,-1.79,0.4475,35
41,0.35,0,-1.655,0.4175,35
42,0.35,0.045,-1.585,0.3875,35
43,0.35,0.06,-1.71,0.4525,35
44,0.35,0.04375,-1.81,0.4325,35
45,0.35,-0.06875,-1.695,0.415,35
46,0.35,-0.015,-1.755,0.425,35
47,0.35,0.0175,-1.865,0.4725,35
48,0.35,-0.04875,-1.925,0.495,35
49,0.35,0.00875,-1.82,0.455,35
50,0.35,0.015,-1.72,0.4175,35
