sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,36
1,0.4,0.93625,-3.545,0.8875,36
2,0.4,0.885,-3.21,0.7975,36
3,0.4,0.82875,-3.03,0.7575,36
4,0.4,0.80875,-2.945,0.74,36
5,0.4,0.80125,-3.02,0.76,36
6,0.4,0.77875,-2.855,0.7125,36
7,0.4,0.77125,-2.77,0.69,36
8,0.4,0.7675,-2.72,0.675,36
9,0.4,0.7375,-2.795,0.7075,36
10,0.4,0.70625,-2.685,0.6775,36
11,0.4,0.7125,-2.73,0.68,36
12,0.4,0.70375,-2.685,0.6625,36
13,0.4,0.71625,-2.765,0.685,36
14,0.4,0.695,-2.655,0.66,36
15,0.4,0.68625,-2.67,0.6625,36
16,0.4,0.675,-2.625,0.665,36
17,0.4,0.63375,-2.54,0.615,36
18,0.4,0.62875,-2.565,0.645,36
19,0.4,0.61375,-2.51,0.6275,36
20,0.4,0.615,-2.5,0.645,36
21,0.4,0.63625,-2.59,0.6375,36
22,0.4,0.66625,-2.545,0.63,36
23,0.4,0.65875,-2.48,0.6275,36
24,0.4,0.6425,-2.445,0.61,36
25,0.4,0.63375,-2.395,0.5975,36
26,0.4,0.645,-2.47,0.595,36
27,0.4,0.6625,-2.57,0.6375,36
28,0.4,0.7,-2.645,0.6525,36
29,0.4,0.68625,-2.68,0.6625,36
30,0.4,0.685,-2.64,0.65,36
31,0.4,0.68625,-2.615,0.6625,36
32,0.4,0.675,-2.735,0.6825,36
33,0.4,0.6275,-2.565,0.635,36
34,0.4,0.615,-2.395,0.59,36
35,0.4,0.6225,-2.48,0.6025,36
36,0.4,0.63,-2.435,0.6125,36
37,0.4,0.60125,-2.42,0.59,36
38,0.4,0.60875,-2.46,0.595,36
39,0.4,0.5825,-2.405,0.57,36
40,0.4,0.5775,-2.435,0.6025,36
41,0.4,0.5825,-2.53,0.6125,36
42,0.4,0.53375,-2.49,0.6125,36
43,0.4,0.54625,-2.485,0.6275,36
44,0.4,0.5225,-2.48,0.62,36
45,0.4,0.495,-2.455,0.6025,36
46,0.4,0.44125,-2.38,0.5875,36
47,0.4,0.43875,-2.34,0.585,36
48,0.4,0.41,-2.31,0.575,36
49,0.4,0.43,-2.43,0.6025,36
50,0.4,0.47125,-2.455,0.625,36
