sweeps,beta,magnetisation,energy,G,seed
0,0.6,1,-4,1,19
1,0.6,0.98,-3.865,0.9675,19
2,0.6,0.98375,-3.885,0.9675,19
3,0.6,0.98125,-3.88,0.975,19
4,0.6,0.9875,-3.9,0.975,19
5,0.6,0.97375,-3.805,0.955,19
6,0.6,0.97375,-3.805,0.9525,19
7,0.6,0.97125,-3.8,0.95,19
8,0.6,0.9775,-3.835,0.955,19
9,0.6,0.97625,-3.83,0.96,19
10,0.6,0.9725,-3.815,0.955,19
11,0.6,0.97375,-3.815,0.9525,19
12,0.6,0.97625,-3.825,0.955,19
13,0.6,0.96,-3.755,0.9425,19
14,0.6,0.96375,-3.77,0.945,19
15,0.6,0.9725,-3.83,0.9575,19
16,0.6,0.9725,-3.84,0.9575,19
17,0.6,0.98375,-3.89,0.97,19
18,0.6,0.98875,-3.91,0.9775,19
19,0.6,0.99125,-3.93,0.9825,19
20,0.6,0.98125,-3.86,0.9625,19
21,0.6,0.9825,-3.865,0.965,19
22,0.6,0.98375,-3.875,0.97,19
23,0.6,0.98,-3.855,0.965,19
24,0.6,0.98,-3.85,0.965,19
25,0.6,0.9825,-3.86,0.965,19
26,0.6,0.98,-3.86,0.9625,19
27,0.6,0.97375,-3.815,0.95,19
28,0.6,0.97625,-3.835,0.9625,19
29,0.6,0.9775,-3.835,0.9575,19
30,0.6,0.97625,-3.825,0.955,19
31,0.6,0.97375,-3.845,0.96,19
32,0.6,0.97125,-3.82,0.955,19
33,0.6,0.975,-3.835,0.9625,19
34,0.6,0.9775,-3.84,0.9625,19
35,0.6,0.98125,-3.855,0.965,19
36,0.6,0.98,-3.84,0.96,19
37,0.6,0.97375,-3.805,0.9525,19
38,0.6,0.97375,-3.795,0.9475,19
39,0.6,0.9675,-3.775,0.9425,19
40,0.6,0.965,-3.76,0.9375,19
41,0.6,0.9675,-3.77,0.945,19
42,0.6,0.95,-3.66,0.9075,19
43,0.6,0.9525,-3.68,0.91,19
44,0.6,0.96125,-3.72,0.9275,19
45,0.6,0.97125,-3.795,0.945,19
46,0.6,0.9525,-3.695,0.9275,19
47,0.6,0.97,-3.805,0.95,19
48,0.6,0.96625,-3.765,0.9425,19
49,0.6,0.96375,-3.75,0.935,19
50,0.6,0.97125,-3.79,0.9475,19
