sweeps,beta,magnetisation,energy,G,seed
0,0.2,1,-4,1,2
1,0.2,0.65875,-2.11,0.52,2
2,0.2,0.4025,-1.295,0.3025,2
3,0.2,0.2525,-1,0.2625,2
4,0.2,0.175,-0.97,0.2475,2
5,0.2,0.07125,-0.965,0.25,2
6,0.2,0.02875,-0.685,0.165,2
7,0.2,0.01125,-0.99,0.26,2
8,0.2,0.01375,-0.795,0.2025,2
9,0.2,0.0225,-0.89,0.2175,2
10,0.2,0.0325,-0.93,0.2375,2
11,0.2,0.0075,-0.88,0.2,2
12,0.2,0.04125,-0.94,0.2525,2
13,0.2,0.0025,-0.855,0.205,2
14,0.2,0.02375,-0.755,0.2125,2
15,0.2,-0.00125,-0.77,0.1825,2
16,0.2,-0.0575,-0.865,0.2225,2
17,0.2,-0.02375,-0.87,0.1875,2
18,0.2,-0.04875,-0.74,0.2125,2
19,0.2,-0.0025,-0.725,0.185,2
20,0.2,0.04125,-0.9,0.2275,2
21,0.2,0.04125,-0.86,0.2575,2
22,0.2,0.03875,-0.81,0.2,2
23,0.2,0.025,-0.86,0.2075,2
24,0.2,0.07,-0.915,0.2425,2
25,0.2,0.03,-0.755,0.18,2
26,0.2,0.01625,-0.725,0.16,2
27,0.2,0.04875,-0.82,0.23,2
28,0.2,0.00625,-0.965,0.2375,2
29,0.2,0.01625,-0.88,0.2325,2
30,0.2,0.02125,-0.81,0.22,2
31,0.2,0.0475,-0.83,0.215,2
32,0.2,0.0375,-0.75,0.175,2
33,0.2,0.00375,-0.94,0.225,2
34,0.2,-0.03375,-0.885,0.1975,2
35,0.2,-0.02,-0.72,0.16,2
36,0.2,-0.02375,-0.79,0.1925,2
37,0.2,-0.06,-0.935,0.2425,2
38,0.2,0.00875,-0.935,0.21,2
39,0.2,0.00875,-0.855,0.2075,2
40,0.2,0.01125,-0.83,0.205,2
41,0.2,-0.0575,-0.85,0.2025,2
42,0.2,0,-0.835,0.1825,2
43,0.2,0.0325,-0.755,0.2075,2
44,0.2,0.02375,-0.755,0.1675,2
45,0.2,-0.035,-0.895,0.2275,2
46,0.2,-0.05375,-0.86,0.2075,2
47,0.2,-0.07,-0.895,0.2425,2
48,0.2,-0.05125,-0.95,0.245,2
49,0.2,-0.065,-0.94,0.235,2
50,0.2,0.00625,-0.86,0.23,2
