sweeps,beta,magnetisation,energy,G,seed
0,0.55,1,-4,1,32
1,0.55,0.99,-3.92,0.98,32
2,0.55,0.97875,-3.835,0.9575,32
3,0.55,0.95875,-3.7,0.9225,32
4,0.55,0.96875,-3.77,0.94,32
5,0.55,0.96875,-3.78,0.9425,32
6,0.55,0.9725,-3.815,0.9575,32
7,0.55,0.96875,-3.79,0.9475,32
8,0.55,0.9625,-3.725,0.935,32
9,0.55,0.93625,-3.61,0.905,32
10,0.55,0.93,-3.54,0.895,32
11,0.55,0.93375,-3.615,0.8975,32
12,0.55,0.93625,-3.615,0.895,32
13,0.55,0.94125,-3.64,0.9,32
14,0.55,0.955,-3.685,0.92,32
15,0.55,0.96,-3.72,0.9375,32
16,0.55,0.94875,-3.665,0.9275,32
17,0.55,0.955,-3.705,0.9275,32
18,0.55,0.96,-3.705,0.9275,32
19,0.55,0.97625,-3.815,0.955,32
20,0.55,0.96,-3.715,0.925,32
21,0.55,0.94125,-3.625,0.915,32
22,0.55,0.92625,-3.6,0.9,32
23,0.55,0.92125,-3.59,0.8925,32
24,0.55,0.91,-3.555,0.89,32
25,0.55,0.91625,-3.58,0.9,32
26,0.55,0.93125,-3.625,0.9125,32
27,0.55,0.94375,-3.69,0.925,32
28,0.55,0.95125,-3.695,0.9225,32
29,0.55,0.945,-3.71,0.93,32
30,0.55,0.9475,-3.67,0.92,32
31,0.55,0.94125,-3.62,0.905,32
32,0.55,0.9325,-3.59,0.9025,32
33,0.55,0.93875,-3.655,0.9125,32
34,0.55,0.925,-3.6,0.8975,32
35,0.55,0.935,-3.61,0.9075,32
36,0.55,0.9475,-3.63,0.91,32
37,0.55,0.95875,-3.745,0.94,32
38,0.55,0.965,-3.77,0.9475,32
39,0.55,0.9675,-3.765,0.945,32
40,0.55,0.97,-3.785,0.94,32
41,0.55,0.9625,-3.735,0.935,32
42,0.55,0.9625,-3.735,0.94,32
43,0.55,0.96,-3.745,0.9375,32
44,0.55,0.95375,-3.68,0.925,32
45,0.55,0.9475,-3.625,0.905,32
46,0.55,0.94875,-3.675,0.92,32
47,0.55,0.94625,-3.635,0.9125,32
48,0.55,0.9575,-3.71,0.935,32
49,0.55,0.96375,-3.71,0.9275,32
50,0.55,0.96625,-3.76,0.9425,32
