sweeps,beta,magnetisation,energy,G,seed
0,0.4,1,-4,1,13
1,0.4,0.9325,-3.525,0.8825,13
2,0.4,0.905,-3.435,0.865,13
3,0.4,0.88,-3.225,0.795,13
4,0.4,0.8725,-3.205,0.8075,13
5,0.4,0.8125,-2.955,0.7375,13
6,0.4,0.79375,-2.905,0.72,13
7,0.4,0.79625,-2.95,0.74,13
8,0.4,0.76,-2.785,0.69,13
9,0.4,0.7575,-2.815,0.695,13
10,0.4,0.7425,-2.75,0.6875,13
11,0.4,0.73125,-2.69,0.6675,13
12,0.4,0.69,-2.52,0.615,13
13,0.4,0.63375,-2.415,0.58,13
14,0.4,0.63375,-2.46,0.615,13
15,0.4,0.61375,-2.395,0.5975,13
16,0.4,0.60875,-2.57,0.6175,13
17,0.4,0.56625,-2.455,0.6075,13
18,0.4,0.54625,-2.385,0.6075,13
19,0.4,0.5575,-2.375,0.605,13
20,0.4,0.51875,-2.38,0.5875,13
21,0.4,0.5725,-2.43,0.6225,13
22,0.4,0.57125,-2.41,0.5975,13
23,0.4,0.58125,-2.395,0.585,13
24,0.4,0.575,-2.405,0.6025,13
25,0.4,0.55,-2.3,0.5775,13
26,0.4,0.47,-2.235,0.5375,13
27,0.4,0.445,-2.115,0.5025,13
28,0.4,0.38875,-2.075,0.4975,13
29,0.4,0.4025,-2.195,0.5425,13
30,0.4,0.375,-2.19,0.545,13
31,0.4,0.35875,-2.135,0.5325,13
32,0.4,0.39,-2.19,0.5325,13
33,0.4,0.42375,-2.225,0.57,13
34,0.4,0.43875,-2.135,0.5275,13
35,0.4,0.46125,-2.2,0.5625,13
36,0.4,0.45,-2.115,0.545,13
37,0.4,0.42,-2.205,0.565,13
38,0.4,0.4075,-2.34,0.5875,13
39,0.4,0.41125,-2.335,0.58,13
40,0.4,0.4175,-2.355,0.605,13
41,0.4,0.385,-2.35,0.5975,13
42,0.4,0.39125,-2.47,0.615,13
43,0.4,0.33875,-2.365,0.575,13
44,0.4,0.32375,-2.385,0.595,13
45,0.4,0.35375,-2.43,0.6,13
46,0.4,0.3675,-2.435,0.615,13
47,0.4,0.33,-2.32,0.585,13
48,0.4,0.355,-2.33,0.5525,13
49,0.4,0.34625,-2.34,0.5625,13
50,0.4,0.29375,-2.265,0.5575,13
