sweeps,beta,magnetisation,energy,G,seed
0,0.35,1,-4,1,17
1,0.35,0.91,-3.355,0.8375,17
2,0.35,0.825,-2.94,0.725,17
3,0.35,0.7725,-2.725,0.68,17
4,0.35,0.70375,-2.52,0.615,17
5,0.35,0.61875,-2.31,0.575,17
6,0.35,0.62125,-2.35,0.6025,17
7,0.35,0.61125,-2.125,0.5125,17
8,0.35,0.565,-2.14,0.545,17
9,0.35,0.54125,-2.19,0.5275,17
10,0.35,0.52875,-2.255,0.565,17
11,0.35,0.445,-2.095,0.5375,17
12,0.35,0.365,-1.795,0.4475,17
13,0.35,0.3625,-1.91,0.485,17
14,0.35,0.3525,-1.985,0.5025,17
15,0.35,0.34875,-1.935,0.4675,17
16,0.35,0.32375,-1.965,0.465,17
17,0.35,0.2675,-1.865,0.445,17
18,0.35,0.275,-1.8,0.4475,17
19,0.35,0.3075,-1.81,0.435,17
20,0.35,0.3425,-1.9,0.4675,17
21,0.35,0.275,-1.775,0.445,17
22,0.35,0.23125,-1.74,0.435,17
23,0.35,0.14125,-1.655,0.4175,17
24,0.35,0.13,-1.7,0.4325,17
25,0.35,0.08875,-1.675,0.4075,17
26,0.35,0.09625,-1.78,0.45,17
27,0.35,0.13125,-1.795,0.46,17
28,0.35,0.11125,-1.74,0.4125,17
29,0.35,0.06125,-1.775,0.4575,17
30,0.35,0.0525,-1.845,0.475,17
31,0.35,0.0575,-1.81,0.4675,17
32,0.35,0.04875,-1.78,0.45,17
33,0.35,0.045,-1.78,0.46,17
34,0.35,0.07125,-1.79,0.4325,17
35,0.35,0.10375,-1.835,0.4625,17
36,0.35,0.04125,-1.885,0.475,17
37,0.35,-0.0075,-1.88,0.475,17
38,0.35,-0.01,-1.93,0.495,17
39,0.35,-0.02125,-1.995,0.51,17
40,0.35,-0.01375,-2.06,0.53,17
41,0.35,0.005,-1.87,0.465,17
42,0.35,0.02,-1.92,0.4775,17
43,0.35,0.0475,-1.885,0.4725,17
44,0.35,0.04375,-1.89,0.455,17
45,0.35,0.05625,-1.815,0.435,17
46,0.35,0.03375,-1.72,0.415,17
47,0.35,0.05125,-1.78,0.435,17
48,0.35,0.11125,-1.705,0.4375,17
49,0.35,0.14125,-1.855,0.4625,17
50,0.35,0.14875,-1.855,0.4875,17
